C1;C2;Num;Libellé;Sens;Affectation;Cycle;NEF;Etat;Rubrique;Catégorie;Sous Catégorie;ETAT / LF;Code Rubrique;
2;21;213;Logiciels;213D;B.1.1.1.;C;A.01;Bilan;1. Actifs;1.1. Actifs non courants;1.1.1. Immobilisations incorporelles;F6001;F60010006;Logiciels
2;21;214;Fonds commercial;214D;B.1.1.1.;C;A.01;Bilan;1. Actifs;1.1. Actifs non courants;1.1.1. Immobilisations incorporelles;F6001;F60010007;Fonds commercial
2;21;216;Droit au bail;216D;B.1.1.1.;C;A.01;Bilan;1. Actifs;1.1. Actifs non courants;1.1.1. Immobilisations incorporelles;F6001;F60010008;Droit au bail
2;21;218;Autres immobilisations incorporelles;218D;B.1.1.1.;C;A.01;Bilan;1. Actifs;1.1. Actifs non courants;1.1.1. Immobilisations incorporelles;F6001;F60010009;Autres Immobilisations Incorporelles
2;22;221;Terrains;221D;B.1.1.3.;D;A.03;Bilan;1. Actifs;1.1. Actifs non courants;1.1.3. Immobilisations corporelles;F6001;F60010013;Terrains
2;22;222;Constructions;222D;B.1.1.3.;D;A.03;Bilan;1. Actifs;1.1. Actifs non courants;1.1.3. Immobilisations corporelles;F6001;F60010014;Constructions
2;22;223;Installations techniques, matériel et outillage industriels;223D;B.1.1.3.;D;A.03;Bilan;1. Actifs;1.1. Actifs non courants;1.1.3. Immobilisations corporelles;F6001;F60010015;Inst. Tech., materiel et outillages Industriels
2;22;224;Matériel de transport;224D;B.1.1.3.;D;A.03;Bilan;1. Actifs;1.1. Actifs non courants;1.1.3. Immobilisations corporelles;F6001;F60010016;Materiel de transport 
2;22;225;AMENAGEMENT CONSTRUCTION;225D;B.1.1.3.;D;A.03;Bilan;1. Actifs;1.1. Actifs non courants;1.1.3. Immobilisations corporelles;F6001;F60010017;Autres Immobilisations Corporelles 
2;22;228;Autres immobilisations corporelles;228D;B.1.1.3.;D;A.03;Bilan;1. Actifs;1.1. Actifs non courants;1.1.3. Immobilisations corporelles;F6001;F60010017;Autres Immobilisations Corporelles 
2;23;230;IMMOBILISATION ENCOURS;230D;B.1.1.3.;D;A.03;Bilan;1. Actifs;1.1. Actifs non courants;1.1.3. Immobilisations corporelles;F6001;F60010018;Immob. Corporelles en cours
2;23;231;Immobilisations incorporelles en cours;231D;B.1.1.3.;C;A.03;Bilan;1. Actifs;1.1. Actifs non courants;1.1.3. Immobilisations corporelles;F6001;F60010010;Immobilisations Incorporelles en cours
2;23;232;Immobilisations corporelles en cours;232D;B.1.1.3.;D;A.03;Bilan;1. Actifs;1.1. Actifs non courants;1.1.3. Immobilisations corporelles;F6001;F60010018;Immob. Corporelles en cours
2;23;237;Avances & acomptes versés sur immobilisations incorporelles;237D;B.1.1.3.;C;A.03;Bilan;1. Actifs;1.1. Actifs non courants;1.1.3. Immobilisations corporelles;F6001;F60010011;Av. et Ac. Verses/Cmde.Immob.Incorp.
2;23;238;Avances & acomptes versés sur commandes d'immobilisations corporelles;238D;B.1.1.3.;D;A.03;Bilan;1. Actifs;1.1. Actifs non courants;1.1.3. Immobilisations corporelles;F6001;F60010019;Av. et Ac. Verses/Commande Immob.Corp.
2;24;240;IMMO. A STATUT JURIDIQUE PARTICULIER;240D;B.1.1.3.;D;A.03;Bilan;1. Actifs;1.1. Actifs non courants;1.1.3. Immobilisations corporelles;F6001;F60010020;Immob. a statut juridique particulier
2;25;251;Titres de participation;251D;B.1.1.5.;E;A.05;Bilan;1. Actifs;1.1. Actifs non courants;1.1.5. Immobilisations financières;F6001;F60010022;Actions
2;25;256;Autres formes de participation;256D;B.1.1.5.;E;A.05;Bilan;1. Actifs;1.1. Actifs non courants;1.1.5. Immobilisations financières;F6001;F60010023;Autres creances rattach. a des participat.
2;25;257;Créances rattachées à des participations;257D;B.1.1.5.;E;A.05;Bilan;1. Actifs;1.1. Actifs non courants;1.1.5. Immobilisations financières;F6001;F60010023;Autres creances rattach. a des participat.
2;25;258;Créances rattachées à des sociétés en participation;258D;B.1.1.5.;E;A.05;Bilan;1. Actifs;1.1. Actifs non courants;1.1.5. Immobilisations financières;F6001;F60010024;Creances rattach. a des stes en participat.
2;25;259;Versements restant à effectuer sur titres de participation non libérés;259D;B.1.1.5.;E;A.05;Bilan;1. Actifs;1.1. Actifs non courants;1.1.5. Immobilisations financières;F6001;F60010025;Vers.a eff./titre de participation non liberes
2;26;261;Titres immobilisés (droit de propriété);261D;B.1.1.5.;E;A.05;Bilan;1. Actifs;1.1. Actifs non courants;1.1.5. Immobilisations financières;F6001;F60010026;Titres immobilises (droit de propriete)
2;26;262;Titres immobilisés (droit de créance);262D;B.1.1.5.;E;A.05;Bilan;1. Actifs;1.1. Actifs non courants;1.1.5. Immobilisations financières;F6001;F60010027;Titres immobilises (droit de creance)
2;26;264;Prêts;264D;B.1.1.5.;E;A.05;Bilan;1. Actifs;1.1. Actifs non courants;1.1.5. Immobilisations financières;F6001;F60010029;Autres creances immobilisees
2;26;265;Dépôts et cautionnements versés;265D;B.1.1.5.;E;A.05;Bilan;1. Actifs;1.1. Actifs non courants;1.1.5. Immobilisations financières;F6001;F60010028;Depots et cautionnements verses
2;26;266;Autres créances immobilisées;266D;B.1.1.5.;E;A.05;Bilan;1. Actifs;1.1. Actifs non courants;1.1.5. Immobilisations financières;F6001;F60010029;Autres creances immobilisees
2;26;269;Versements restant à effectuer sur titres immobilisés non libérés;269D;B.1.1.5.;E;A.05;Bilan;1. Actifs;1.1. Actifs non courants;1.1.5. Immobilisations financières;F6001;F60010030;Vers.a eff./Titres immobilises non liberes
2;27;271;Frais préliminaires;271D;B.1.1.7.;C;A.07;Bilan;1. Actifs;1.1. Actifs non courants;1.1.7. Autres actifs non courants;F6001;F60010032;Frais preliminaires
2;27;272;Charges à répartir;272D;B.1.1.7.;C;A.07;Bilan;1. Actifs;1.1. Actifs non courants;1.1.7. Autres actifs non courants;F6001;F60010033;Charges a repartir
2;27;273;Frais d'émission et primes de remboursement des emprunts;273D;B.1.1.7.;C;A.07;Bilan;1. Actifs;1.1. Actifs non courants;1.1.7. Autres actifs non courants;F6001;F60010034;Frais d'emission et primes de Remb. Empts
2;27;275;Écarts de conversion;275D;B.1.1.7.;C;A.07;Bilan;1. Actifs;1.1. Actifs non courants;1.1.7. Autres actifs non courants;F6001;F60010035;ecarts de conversion
2;27;278;Autres;278D;B.1.1.7.;C;A.07;Bilan;1. Actifs;1.1. Actifs non courants;1.1.7. Autres actifs non courants;F6001;F60010067;Autres Postes des Actifs du Bilan
2;28;280;AMORT. AUTRES IMMOB. INCORP.;280C;B.1.1.2.;C;A.02;Bilan;1. Actifs;1.1. Actifs non courants;1.1.2. Moins : amortissements;F6001;F60010017;Autres Immobilisations Corporelles 
2;28;281;Amortissements des immobilisations incorporelles (même ventilation que celle du compte 21);281D;B.1.1.2.;C;A.02;Bilan;1. Actifs;1.1. Actifs non courants;1.1.2. Moins : amortissements;F6001;F60010017;Autres Immobilisations Corporelles 
2;28;281;Amortissements des immobilisations incorporelles (même ventilation que celle du compte 21);281C;B.1.1.2.;C;A.02;Bilan;1. Actifs;1.1. Actifs non courants;1.1.2. Moins : amortissements;F6001;F60010017;Autres Immobilisations Corporelles 
2;28;282;Amortissements des immobilisations corporelles (même ventilation que celle du compte 22);282D;B.1.1.4.;D;A.04;Bilan;1. Actifs;1.1. Actifs non courants;1.1.4. Moins : amortissements;F6001;F60010017;Autres Immobilisations Corporelles 
2;28;282;Amortissements des immobilisations corporelles (même ventilation que celle du compte 22);282C;B.1.1.4.;D;A.04;Bilan;1. Actifs;1.1. Actifs non courants;1.1.4. Moins : amortissements;F6001;F60010017;Autres Immobilisations Corporelles 
2;28;284;Amortissements des immobilisations à statut juridique particulier;284D;B.1.1.4.;D;A.04;Bilan;1. Actifs;1.1. Actifs non courants;1.1.4. Moins : amortissements;F6001;F60010020;Immob. a statut juridique particulier
2;28;284;Amortissements des immobilisations à statut juridique particulier;284C;B.1.1.4.;D;A.04;Bilan;1. Actifs;1.1. Actifs non courants;1.1.4. Moins : amortissements;F6001;F60010020;Immob. a statut juridique particulier
2;29;291;Provisions pour dépréciation des immobilisations incorporelles (même ventilation que celle du compte 21);291D;B.1.1.2.;C;A.02;Bilan;1. Actifs;1.1. Actifs non courants;1.1.2. Moins : amortissements;F6001;;
2;29;291;Provisions pour dépréciation des immobilisations incorporelles (même ventilation que celle du compte 21);291C;B.1.1.2.;C;A.02;Bilan;1. Actifs;1.1. Actifs non courants;1.1.2. Moins : amortissements;F6001;;
2;29;292;Provisions pour dépréciation des immobilisations corporelles (même ventilation que celle du compte 22);292D;B.1.1.4.;D;A.04;Bilan;1. Actifs;1.1. Actifs non courants;1.1.4. Moins : amortissements;F6001;;
2;29;292;Provisions pour dépréciation des immobilisations corporelles (même ventilation que celle du compte 22);292C;B.1.1.4.;D;A.04;Bilan;1. Actifs;1.1. Actifs non courants;1.1.4. Moins : amortissements;F6001;;
2;29;293;Provisions pour dépréciation des immobilisations en cours (même ventilation que celle du compte 23);293D;B.1.1.4.;D;A.04;Bilan;1. Actifs;1.1. Actifs non courants;1.1.4. Moins : amortissements;F6001;;
2;29;293;Provisions pour dépréciation des immobilisations en cours (même ventilation que celle du compte 23);293C;B.1.1.4.;D;A.04;Bilan;1. Actifs;1.1. Actifs non courants;1.1.4. Moins : amortissements;F6001;;
2;29;294;Provisions pour dépréciation des immobilisations à statut juridique particulier;294D;B.1.1.4.;D;A.04;Bilan;1. Actifs;1.1. Actifs non courants;1.1.4. Moins : amortissements;F6001;;
2;29;294;Provisions pour dépréciation des immobilisations à statut juridique particulier;294C;B.1.1.4.;D;A.04;Bilan;1. Actifs;1.1. Actifs non courants;1.1.4. Moins : amortissements;F6001;;
2;29;295;Provisions pour dépréciation des participations et des créances liées à des participations (même ventilation que celle du compte 25);295D;B.1.1.6.;E;A.06;Bilan;1. Actifs;1.1. Actifs non courants;1.1.6. Moins : provisions;F6001;;
2;29;295;Provisions pour dépréciation des participations et des créances liées à des participations (même ventilation que celle du compte 25);295C;B.1.1.6.;E;A.06;Bilan;1. Actifs;1.1. Actifs non courants;1.1.6. Moins : provisions;F6001;;
2;29;296;Provisions pour dépréciation des autres immobilisations financières (même ventilation que celle du compte 26);296D;B.1.1.6.;E;A.06;Bilan;1. Actifs;1.1. Actifs non courants;1.1.6. Moins : provisions;F6001;;
2;29;296;Provisions pour dépréciation des autres immobilisations financières (même ventilation que celle du compte 26);296C;B.1.1.6.;E;A.06;Bilan;1. Actifs;1.1. Actifs non courants;1.1.6. Moins : provisions;F6001;;
3;31;310;STOCKS;310D;B.1.2.1.;F;A.08;Bilan;1. Actifs;1.2. Actifs courants;1.2.1. Stocks;F6001;F60010039;Stocks Autres Approvisionnements
3;31;311;Stocks Matières premières;311D;B.1.2.1.;F;A.08;Bilan;1. Actifs;1.2. Actifs courants;1.2.1. Stocks;F6001;F60010038;Stocks Matieres Premieres et Fournit. Liees
3;31;313;Stocks Fournitures;313D;B.1.2.1.;F;A.08;Bilan;1. Actifs;1.2. Actifs courants;1.2.1. Stocks;F6001;F60010038;Stocks Matieres Premieres et Fournit. Liees
3;31;317;Stocks Autres;317D;B.1.2.1.;F;A.08;Bilan;1. Actifs;1.2. Actifs courants;1.2.1. Stocks;F6001;F60010039;Stocks Autres Approvisionnements
3;32;321;Stocks Matières consommables;321D;B.1.2.1.;F;A.08;Bilan;1. Actifs;1.2. Actifs courants;1.2.1. Stocks;F6001;F60010039;Stocks Autres Approvisionnements
3;32;322;Stocks Fournitures consommables;322D;B.1.2.1.;F;A.08;Bilan;1. Actifs;1.2. Actifs courants;1.2.1. Stocks;F6001;F60010039;Stocks Autres Approvisionnements
3;32;326;Stocks Emballages;326D;B.1.2.1.;F;A.08;Bilan;1. Actifs;1.2. Actifs courants;1.2.1. Stocks;F6001;F60010039;Stocks Autres Approvisionnements
3;32;327;Stocks Autres;327D;B.1.2.1.;F;A.08;Bilan;1. Actifs;1.2. Actifs courants;1.2.1. Stocks;F6001;F60010039;Stocks Autres Approvisionnements
3;33;331;Stocks Produits en cours;331D;B.1.2.1.;F;A.08;Bilan;1. Actifs;1.2. Actifs courants;1.2.1. Stocks;F6001;F60010040;Stocks En-cours de production de biens
3;33;335;Stocks Travaux en cours;335D;B.1.2.1.;F;A.08;Bilan;1. Actifs;1.2. Actifs courants;1.2.1. Stocks;F6001;F60010040;Stocks En-cours de production de biens
3;34;341;Stocks Études en cours;341D;B.1.2.1.;F;A.08;Bilan;1. Actifs;1.2. Actifs courants;1.2.1. Stocks;F6001;F60010041;Stocks En-cours de production services
3;34;345;Stocks Prestations de services en cours;345D;B.1.2.1.;F;A.08;Bilan;1. Actifs;1.2. Actifs courants;1.2.1. Stocks;F6001;F60010041;Stocks En-cours de production services
3;35;351;Stocks Produits intermédiaires;351D;B.1.2.1.;F;A.08;Bilan;1. Actifs;1.2. Actifs courants;1.2.1. Stocks;F6001;F60010042;Stocks de produits
3;35;355;Stocks Produits finis;355D;B.1.2.1.;F;A.08;Bilan;1. Actifs;1.2. Actifs courants;1.2.1. Stocks;F6001;F60010042;Stocks de produits
3;35;357;Stocks Produits résiduels;357D;B.1.2.1.;F;A.08;Bilan;1. Actifs;1.2. Actifs courants;1.2.1. Stocks;F6001;F60010042;Stocks de produits
3;37;370;STOCK MSES;370D;B.1.2.1.;F;A.08;Bilan;1. Actifs;1.2. Actifs courants;1.2.1. Stocks;F6001;F60010043;Stocks de marchandises
3;39;391;Provisions pour dépréciation des Stocks Matières premières;391D;B.1.2.2.;F;A.09;Bilan;1. Actifs;1.2. Actifs courants;1.2.2. Moins : provisions;F6001;F60010038;Stocks Matieres Premieres et Fournit. Liees
3;39;391;Provisions pour dépréciation des Stocks Matières premières;391C;B.1.2.2.;F;A.09;Bilan;1. Actifs;1.2. Actifs courants;1.2.2. Moins : provisions;F6001;F60010038;Stocks Matieres Premieres et Fournit. Liees
3;39;391;Provisions pour dépréciation des Stocks Fournitures;391D;B.1.2.2.;F;A.09;Bilan;1. Actifs;1.2. Actifs courants;1.2.2. Moins : provisions;F6001;F60010038;Stocks Matieres Premieres et Fournit. Liees
3;39;391;Provisions pour dépréciation des Stocks Fournitures;391C;B.1.2.2.;F;A.09;Bilan;1. Actifs;1.2. Actifs courants;1.2.2. Moins : provisions;F6001;F60010038;Stocks Matieres Premieres et Fournit. Liees
3;39;391;Provisions pour dépréciation des Stocks Autres;391D;B.1.2.2.;F;A.09;Bilan;1. Actifs;1.2. Actifs courants;1.2.2. Moins : provisions;F6001;F60010039;Stocks Autres Approvisionnements
3;39;391;Provisions pour dépréciation des Stocks Autres;391C;B.1.2.2.;F;A.09;Bilan;1. Actifs;1.2. Actifs courants;1.2.2. Moins : provisions;F6001;F60010039;Stocks Autres Approvisionnements
3;39;392;Provisions pour dépréciation des Stocks Matières consommables;392D;B.1.2.2.;F;A.09;Bilan;1. Actifs;1.2. Actifs courants;1.2.2. Moins : provisions;F6001;F60010039;Stocks Autres Approvisionnements
3;39;392;Provisions pour dépréciation des Stocks Matières consommables;392C;B.1.2.2.;F;A.09;Bilan;1. Actifs;1.2. Actifs courants;1.2.2. Moins : provisions;F6001;F60010039;Stocks Autres Approvisionnements
3;39;392;Provisions pour dépréciation des Stocks Fournitures consommables;392D;B.1.2.2.;F;A.09;Bilan;1. Actifs;1.2. Actifs courants;1.2.2. Moins : provisions;F6001;F60010039;Stocks Autres Approvisionnements
3;39;392;Provisions pour dépréciation des Stocks Fournitures consommables;392C;B.1.2.2.;F;A.09;Bilan;1. Actifs;1.2. Actifs courants;1.2.2. Moins : provisions;F6001;F60010039;Stocks Autres Approvisionnements
3;39;392;Provisions pour dépréciation des Stocks Emballages;392D;B.1.2.2.;F;A.09;Bilan;1. Actifs;1.2. Actifs courants;1.2.2. Moins : provisions;F6001;F60010039;Stocks Autres Approvisionnements
3;39;392;Provisions pour dépréciation des Stocks Emballages;392C;B.1.2.2.;F;A.09;Bilan;1. Actifs;1.2. Actifs courants;1.2.2. Moins : provisions;F6001;F60010039;Stocks Autres Approvisionnements
3;39;392;Provisions pour dépréciation des Stocks Autres;392D;B.1.2.2.;F;A.09;Bilan;1. Actifs;1.2. Actifs courants;1.2.2. Moins : provisions;F6001;F60010039;Stocks Autres Approvisionnements
3;39;392;Provisions pour dépréciation des Stocks Autres;392C;B.1.2.2.;F;A.09;Bilan;1. Actifs;1.2. Actifs courants;1.2.2. Moins : provisions;F6001;F60010039;Stocks Autres Approvisionnements
3;39;393;Provisions pour dépréciation des Stocks Produits en cours;393D;B.1.2.2.;F;A.09;Bilan;1. Actifs;1.2. Actifs courants;1.2.2. Moins : provisions;F6001;F60010040;Stocks En-cours de production de biens
3;39;393;Provisions pour dépréciation des Stocks Produits en cours;393C;B.1.2.2.;F;A.09;Bilan;1. Actifs;1.2. Actifs courants;1.2.2. Moins : provisions;F6001;F60010040;Stocks En-cours de production de biens
3;39;393;Provisions pour dépréciation des Stocks Travaux en cours;393D;B.1.2.2.;F;A.09;Bilan;1. Actifs;1.2. Actifs courants;1.2.2. Moins : provisions;F6001;F60010040;Stocks En-cours de production de biens
3;39;393;Provisions pour dépréciation des Stocks Travaux en cours;393C;B.1.2.2.;F;A.09;Bilan;1. Actifs;1.2. Actifs courants;1.2.2. Moins : provisions;F6001;F60010040;Stocks En-cours de production de biens
3;39;394;Provisions pour dépréciation des Stocks Études en cours;394D;B.1.2.2.;F;A.09;Bilan;1. Actifs;1.2. Actifs courants;1.2.2. Moins : provisions;F6001;F60010040;Stocks En-cours de production de biens
3;39;394;Provisions pour dépréciation des Stocks Études en cours;394C;B.1.2.2.;F;A.09;Bilan;1. Actifs;1.2. Actifs courants;1.2.2. Moins : provisions;F6001;F60010040;Stocks En-cours de production de biens
3;39;394;Provisions pour dépréciation des Stocks Prestations de services en cours;394D;B.1.2.2.;F;A.09;Bilan;1. Actifs;1.2. Actifs courants;1.2.2. Moins : provisions;F6001;F60010042;Stocks de produits
3;39;394;Provisions pour dépréciation des Stocks Prestations de services en cours;394C;B.1.2.2.;F;A.09;Bilan;1. Actifs;1.2. Actifs courants;1.2.2. Moins : provisions;F6001;F60010042;Stocks de produits
3;39;395;Provisions pour dépréciation des Stocks Produits intermédiaires;395D;B.1.2.2.;F;A.09;Bilan;1. Actifs;1.2. Actifs courants;1.2.2. Moins : provisions;F6001;F60010042;Stocks de produits
3;39;395;Provisions pour dépréciation des Stocks Produits intermédiaires;395C;B.1.2.2.;F;A.09;Bilan;1. Actifs;1.2. Actifs courants;1.2.2. Moins : provisions;F6001;F60010042;Stocks de produits
3;39;395;Provisions pour dépréciation des Stocks Produits finis;395D;B.1.2.2.;F;A.09;Bilan;1. Actifs;1.2. Actifs courants;1.2.2. Moins : provisions;F6001;F60010042;Stocks de produits
3;39;395;Provisions pour dépréciation des Stocks Produits finis;395C;B.1.2.2.;F;A.09;Bilan;1. Actifs;1.2. Actifs courants;1.2.2. Moins : provisions;F6001;F60010042;Stocks de produits
3;39;395;Provisions pour dépréciation des Stocks Produits résiduels;395D;B.1.2.2.;F;A.09;Bilan;1. Actifs;1.2. Actifs courants;1.2.2. Moins : provisions;F6001;F60010042;Stocks de produits
3;39;395;Provisions pour dépréciation des Stocks Produits résiduels;395C;B.1.2.2.;F;A.09;Bilan;1. Actifs;1.2. Actifs courants;1.2.2. Moins : provisions;F6001;F60010042;Stocks de produits
4;40;401;Fournisseurs d'exploitation;401D;B.1.2.5.;N;A.12;Bilan;1. Actifs;1.2. Actifs courants;1.2.5. Autres actifs courants;F6002;F60010051;Fournisseurs debiteurs
4;40;401;Fournisseurs d'exploitation;401C;B.3.2.4.;N;P.04;Bilan;3. Passifs;3.2. Passifs courants;3.2.4. Fournisseurs et comptes rattachés;F6002;F60020033;Fournisseurs d'exploitation
4;40;403;Fournisseurs d'exploitation - effets à payer;403D;B.1.2.5.;N;A.12;Bilan;1. Actifs;1.2. Actifs courants;1.2.5. Autres actifs courants;F6002;F60010051;Fournisseurs debiteurs
4;40;403;Fournisseurs d'exploitation - effets à payer;403C;B.3.2.4.;N;P.04;Bilan;3. Passifs;3.2. Passifs courants;3.2.4. Fournisseurs et comptes rattachés;F6002;F60020034;Fournisseurs d'exploitation - effets à payer
4;40;404;Fournisseurs d'immobilisations;404D;B.1.2.5.;N;A.12;Bilan;1. Actifs;1.2. Actifs courants;1.2.5. Autres actifs courants;F6002;F60010051;Fournisseurs debiteurs
4;40;404;Fournisseurs d'immobilisations;404C;B.3.2.4.;N;P.04;Bilan;3. Passifs;3.2. Passifs courants;3.2.4. Fournisseurs et comptes rattachés;F6002;F60020035;Fournisseurs d'immobilisations
4;40;405;Fournisseurs d'immobilisations - effets à payer;405D;B.1.2.5.;N;A.12;Bilan;1. Actifs;1.2. Actifs courants;1.2.5. Autres actifs courants;F6002;F60010051;Fournisseurs debiteurs
4;40;405;Fournisseurs d'immobilisations - effets à payer;405C;B.3.2.4.;N;P.04;Bilan;3. Passifs;3.2. Passifs courants;3.2.4. Fournisseurs et comptes rattachés;F6002;F60020036;Fournisseurs d'immobilisations - effets à payer
4;40;408;Fournisseurs - factures non parvenues;408D;B.1.2.5.;N;A.12;Bilan;1. Actifs;1.2. Actifs courants;1.2.5. Autres actifs courants;F6002;F60010051;Fournisseurs debiteurs
4;40;408;Fournisseurs - factures non parvenues;408C;B.3.2.4.;N;P.04;Bilan;3. Passifs;3.2. Passifs courants;3.2.4. Fournisseurs et comptes rattachés;F6002;F60020037;Fournisseurs - factures non parvenues
4;40;409;Fournisseurs débiteurs;409D;B.1.2.5.;N;A.12;Bilan;1. Actifs;1.2. Actifs courants;1.2.5. Autres actifs courants;F6001;F60010051;Fournisseurs debiteurs
4;40;409;Fournisseurs débiteurs;409C;B.3.2.4.;N;P.04;Bilan;3. Passifs;3.2. Passifs courants;3.2.4. Fournisseurs et comptes rattachés;F6002;F60010051;Fournisseurs debiteurs
4;41;411;Clients;411D;B.1.2.3.;G;A.10;Bilan;1. Actifs;1.2. Actifs courants;1.2.3. Clients et comptes rattachés;F6001;F60010045;Clients  et  comptes rattaches
4;41;411;Clients;411C;B.3.2.5.;G;P.05;Bilan;3. Passifs;3.2. Passifs courants;3.2.5. Autres passifs courants;F6002;F60020043;Débiteurs divers et Créditeurs divers
4;41;413;Clients - effets à recevoir;413D;B.1.2.3.;G;A.10;Bilan;1. Actifs;1.2. Actifs courants;1.2.3. Clients et comptes rattachés;F6001;F60010046;Clients - effets a recevoir
4;41;413;Clients - effets à recevoir;413C;B.3.2.5.;G;P.05;Bilan;3. Passifs;3.2. Passifs courants;3.2.5. Autres passifs courants;F6002;F60020043;Débiteurs divers et Créditeurs divers
4;41;416;Clients douteux ou litigieux;416D;B.1.2.3.;G;A.10;Bilan;1. Actifs;1.2. Actifs courants;1.2.3. Clients et comptes rattachés;F6001;F60010047;Clients douteux ou litigieux
4;41;416;Clients douteux ou litigieux;416C;B.3.2.5.;G;P.05;Bilan;3. Passifs;3.2. Passifs courants;3.2.5. Autres passifs courants;F6002;F60020043;Débiteurs divers et Créditeurs divers
4;41;417;Créances sur travaux non encore facturables;417D;B.1.2.3.;G;A.10;Bilan;1. Actifs;1.2. Actifs courants;1.2.3. Clients et comptes rattachés;F6001;F60010048;Creances/travaux non encore facturables
4;41;417;Créances sur travaux non encore facturables;417C;B.3.2.5.;G;P.05;Bilan;3. Passifs;3.2. Passifs courants;3.2.5. Autres passifs courants;F6002;F60020043;Débiteurs divers et Créditeurs divers
4;41;418;Clients - produits non encore facturés (produits à recevoir);418D;B.1.2.3.;G;A.10;Bilan;1. Actifs;1.2. Actifs courants;1.2.3. Clients et comptes rattachés;F6001;F60010049;Clt-pdts non encore factures (pdt a recev.)
4;41;418;Clients - produits non encore facturés (produits à recevoir);418C;B.3.2.5.;G;P.05;Bilan;3. Passifs;3.2. Passifs courants;3.2.5. Autres passifs courants;F6002;F60020043;Débiteurs divers et Créditeurs divers
4;41;419;Clients créditeurs;419D;B.1.2.3.;G;A.10;Bilan;1. Actifs;1.2. Actifs courants;1.2.3. Clients et comptes rattachés;F6002;F60020039;Clients créditeurs
4;41;419;Clients créditeurs;419C;B.3.2.5.;G;P.05;Bilan;3. Passifs;3.2. Passifs courants;3.2.5. Autres passifs courants;F6002;F60020039;Clients créditeurs
4;42;421;Personnel - avances et acomptes;421D;B.1.2.5.;H;A.12;Bilan;1. Actifs;1.2. Actifs courants;1.2.5. Autres actifs courants;F6001;F60010052;Personnel et comptes rattaches
4;42;421;Personnel - avances et acomptes;421C;B.3.2.5.;H;P.05;Bilan;3. Passifs;3.2. Passifs courants;3.2.5. Autres passifs courants;F6002;F60020040;Personnel & Comptes rattachés
4;42;422;Comités d'entreprises et autres organes représentatifs du personnel;422D;B.1.2.5.;H;A.12;Bilan;1. Actifs;1.2. Actifs courants;1.2.5. Autres actifs courants;F6001;F60010052;Personnel et comptes rattaches
4;42;422;Comités d'entreprises et autres organes représentatifs du personnel;422C;B.3.2.5.;H;P.05;Bilan;3. Passifs;3.2. Passifs courants;3.2.5. Autres passifs courants;F6002;F60020040;Personnel & Comptes rattachés
4;42;423;Personnel, œuvres sociales;423D;B.1.2.5.;H;A.12;Bilan;1. Actifs;1.2. Actifs courants;1.2.5. Autres actifs courants;F6001;F60010052;Personnel et comptes rattaches
4;42;423;Personnel, œuvres sociales;423C;B.3.2.5.;H;P.05;Bilan;3. Passifs;3.2. Passifs courants;3.2.5. Autres passifs courants;F6002;F60020040;Personnel & Comptes rattachés
4;42;425;Personnel - rémunérations dues;425D;B.1.2.5.;H;A.12;Bilan;1. Actifs;1.2. Actifs courants;1.2.5. Autres actifs courants;F6001;F60010052;Personnel et comptes rattaches
4;42;425;Personnel - rémunérations dues;425C;B.3.2.5.;H;P.05;Bilan;3. Passifs;3.2. Passifs courants;3.2.5. Autres passifs courants;F6002;F60020040;Personnel & Comptes rattachés
4;42;426;Personnel - dépôts;426D;B.1.2.5.;H;A.12;Bilan;1. Actifs;1.2. Actifs courants;1.2.5. Autres actifs courants;F6001;F60010052;Personnel et comptes rattaches
4;42;426;Personnel - dépôts;426C;B.3.2.5.;H;P.05;Bilan;3. Passifs;3.2. Passifs courants;3.2.5. Autres passifs courants;F6002;F60020040;Personnel & Comptes rattachés
4;42;427;Personnel - oppositions;427D;B.1.2.5.;H;A.12;Bilan;1. Actifs;1.2. Actifs courants;1.2.5. Autres actifs courants;F6001;F60010052;Personnel et comptes rattaches
4;42;427;Personnel - oppositions;427C;B.3.2.5.;H;P.05;Bilan;3. Passifs;3.2. Passifs courants;3.2.5. Autres passifs courants;F6002;F60020040;Personnel & Comptes rattachés
4;42;428;Personnel - charges à payer & produits à recevoir;428D;B.1.2.5.;H;A.12;Bilan;1. Actifs;1.2. Actifs courants;1.2.5. Autres actifs courants;F6001;F60010052;Personnel et comptes rattaches
4;42;428;Personnel - charges à payer & produits à recevoir;428C;B.3.2.5.;H;P.05;Bilan;3. Passifs;3.2. Passifs courants;3.2.5. Autres passifs courants;F6002;F60020040;Personnel & Comptes rattachés
4;43;430;ECHEANCIE REC FIN;430C;B.3.2.5.;I;P.05;Bilan;3. Passifs;3.2. Passifs courants;3.2.5. Autres passifs courants;F6002;F60020048;Emprunts et autres dettes financiéres courants
4;43;431;Etat - subventions à recevoir;431D;B.1.2.5.;I;A.12;Bilan;1. Actifs;1.2. Actifs courants;1.2.5. Autres actifs courants;F6001;F60010053;etat et collectivites publiques
4;43;431;Etat - subventions à recevoir;431C;B.3.2.5.;I;P.05;Bilan;3. Passifs;3.2. Passifs courants;3.2.5. Autres passifs courants;F6002;F60020041;Etat et collectivités publiques
